Bahasa,Penilaian,Saran,Kategori,Tahun
id,3.0,Baik,General Affair,2022
id,3.0,Puas,General Affair,2022
id,4.0,Sangat baik,General Affair,2022
id,4.0,Sudah sangat baik,General Affair,2022
id,,Selalu bersih dan asri,General Affair,2022
id,3.0,Sudah sangat baik,General Affair,2022
id,4.0,sangat puas,General Affair,2022
id,3.0,Puas,General Affair,2022
id,3.0,baik,General Affair,2022
id,3.0,Sudah bain,General Affair,2022
id,,Tingkatkan  lagi karena di bagian belakang dan samping masih ada kotoran rokok dan bekas plastik makanan tersembunyi,General Affair,2022
id,,Baik,General Affair,2022
id,3.0,Baik,General Affair,2022
id,4.0,"Sangat bersih, asri dan nyaman",General Affair,2022
id,3.0,Masih ada beberapa meja di bm yang kotor dan lengket,General Affair,2022
id,4.0,Sangat bersih dan tersedia banyak tong sampah,General Affair,2022
id,4.0,Keadaan kampus selalu bersih & rapih,General Affair,2022
id,4.0,sudah sangat bersih,General Affair,2022
id,,-,General Affair,2022
id,,Baik,General Affair,2022
id,3.0,Kebersihan lingkungan kampus sudah baik,General Affair,2022
id,4.0,Semoga lebih bersih dan indah kedepannya,General Affair,2022
id,,Sangat puas,General Affair,2022
id,,sangat baik,General Affair,2022
id,4.0,Baik,General Affair,2022
id,4.0,Sudah baik,General Affair,2022
id,2.0,Gedung  G bagian basement  dibersihkan  setiap hari.,General Affair,2022
id,4.0,Sangat baik,General Affair,2022
id,4.0,Sangat baik,General Affair,2022
id,,Lebih rapi lagi.,General Affair,2022
id,3.0,Ok,General Affair,2022
id,3.0,Baik,General Affair,2022
id,,-,General Affair,2022
id,,Sangat Baik,General Affair,2022
id,,cukup,General Affair,2022
id,3.0,Dibersihkan daru daun daun kering,General Affair,2022
id,,sangat baik,General Affair,2022
id,,puas,General Affair,2022
id,4.0,Sangat puas,General Affair,2022
id,,Sudah sangat baik,General Affair,2022
id,4.0,Baik,General Affair,2022
id,4.0,Baik,General Affair,2022
id,4.0,Masih bnyk sampah di sekitar kampus,General Affair,2022
id,3.0,Cukup baik,General Affair,2022
id,,Sangat baik,General Affair,2022
id,4.0,Sudah baik,General Affair,2022
id,3.0,-,General Affair,2022
id,4.0,Baik,General Affair,2022
id,,Baik,General Affair,2022
id,4.0,kampus sangat bersih,General Affair,2022
id,4.0,"Sangat bersih dan terlihat segar, udara juga bersih dikarenakan pepohonan yang banyak dan cukup besar. Tempat sampah juga disediakan, sangat baik.",General Affair,2022
id,,Tidak ada,General Affair,2022
id,4.0,Layanan dan fasilitas sudah sangat baik,General Affair,2022
id,4.0,Sangat baik,General Affair,2022
id,3.0,sering dibersihkan karena masih ada debu,General Affair,2022
id,4.0,Tempat parkir motor kurang bersih,General Affair,2022
id,4.0,Cukup baik,General Affair,2022
id,4.0,Bersih,General Affair,2022
id,3.0,Good,General Affair,2022
id,4.0,sangat baik,General Affair,2022
id,4.0,Sangat bersih,General Affair,2022
id,,bersih,General Affair,2022
id,4.0,-,General Affair,2022
id,,Oke,General Affair,2022
en,2.0,B building is so dirty......,General Affair,2022
id,3.0,sudah bagus,General Affair,2022
id,2.0,Saya merasa puas akan fasilitas kebersihan lingkungan di kampus,General Affair,2022
id,4.0,Sudah sangat bagus tampak lingkungan bersih,General Affair,2022
id,,Bersih,General Affair,2022
id,3.0,sangat baik,General Affair,2022
id,3.0,Gedung b dibagusin,General Affair,2022
id,,-,General Affair,2022
id,3.0,Baik,General Affair,2022
id,4.0,Tidak ada dan Sudah sangat baik,General Affair,2022
id,4.0,Baik,General Affair,2022
id,4.0,Diperbanyak tempat cuci tangan dan layanan ganti masker,General Affair,2022
id,3.0,Puas dan perlu ditingkatkan,General Affair,2022
id,4.0,Ok,General Affair,2022
id,4.0,Sudah berjalan dengan baik,General Affair,2022
id,4.0,-,General Affair,2022
id,4.0,Terus menjaga kebersihan dan kerapian,General Affair,2022
id,3.0,Fasilitasnya Bagus,General Affair,2022
id,3.0,Sudah baik,General Affair,2022
id,,Sudah sangat baik namun bisa perbanyak tempat2 sampah,General Affair,2022
id,4.0,Sejauh ini kebersihan lingkungan kampus sangat dijaga sekali.,General Affair,2022
id,,"Kebersihan lingkungan kampus juga baik, karena saya sendiri jarang melihat ada sampah berserakan di lingkungan kampus",General Affair,2022
id,3.0,Na,General Affair,2022
id,4.0,Baik,General Affair,2022
id,4.0,Baik,General Affair,2022
id,,Baik,General Affair,2022
id,3.0,Sudah baik,General Affair,2022
id,4.0,Baik,General Affair,2022
id,,Selalu bersih,General Affair,2022
id,4.0,Baik,General Affair,2022
id,3.0,Tingkatkan kebersihannya,General Affair,2022
id,4.0,Sangat bersih,General Affair,2022
id,4.0,sangat bersih,General Affair,2022
id,4.0,Sangat baik,General Affair,2022
id,4.0,bersih dan selalu dibersihkan oleh cleaning service,General Affair,2022
id,4.0,sudah bagus,General Affair,2022
id,4.0,Sangat baik,General Affair,2022
id,4.0,nyaman dan enak dipandang,General Affair,2022
id,,Sangat memuaskan,General Affair,2022
id,3.0,Baik,General Affair,2022
id,4.0,Bersih dan nyaman,General Affair,2022
id,4.0,sangat baik,General Affair,2022
id,,Sangat puas,General Affair,2022
id,3.0,Parkiran,General Affair,2022
id,4.0,-,General Affair,2022
id,4.0,Kebersihan lingkungan kampus juga sudah bersih dan nyaman,General Affair,2022
id,4.0,Sudah pas,General Affair,2022
id,,Cukup baik,General Affair,2022
id,,Ga ada,General Affair,2022
id,,Tidak ada,General Affair,2022
id,4.0,Sangat baik,General Affair,2022
id,3.0,ok,General Affair,2022
id,,"Tidak ada, sudah cukup",General Affair,2022
id,3.0,-,General Affair,2022
id,3.0,Bersih,General Affair,2022
id,3.0,Banyak dedaunan kering maupun basah yang berjatuhan dan mengotori area kampus serta kendaraan yang sedang parkir.,General Affair,2022
id,,Cukup baik,General Affair,2022
id,,bagus,General Affair,2022
id,4.0,Puas,General Affair,2022
id,,Tidak ada,General Affair,2022
id,4.0,-,General Affair,2022
id,3.0,Sangat baik,General Affair,2022
id,3.0,sudah baik,General Affair,2022
id,3.0,Sangst bagus,General Affair,2022
id,4.0,Sdh oke,General Affair,2022
id,4.0,Sudah sangat baik,General Affair,2022
id,2.0,Kurang sentuhan hijau di kampus semanggi,General Affair,2022
id,,Baik,General Affair,2022
id,,Ok,General Affair,2022
id,3.0,sudah baik,General Affair,2022
id,4.0,Sudah baik,General Affair,2022
id,,Cukup,General Affair,2022
id,3.0,Baik,General Affair,2022
id,4.0,Lingkungan kampus sangat bersih,General Affair,2022
id,4.0,-,General Affair,2022
id,4.0,Sangat bersih,General Affair,2022
id,3.0,Baik,General Affair,2022
id,3.0,Bersih,General Affair,2022
id,,belum pernah menggunakan,General Affair,2022
id,4.0,Bersih dan rapi,General Affair,2022
id,,Cukup bersih,General Affair,2022
id,2.0,"Gedung G, lantai 5 untuk karantina tolong di bersihin dong.. kotor banget T.T",General Affair,2022
id,,Bagus bgt,General Affair,2022
id,,tidak ada,General Affair,2022
id,,"Baik, kampus sangat bersih",General Affair,2022
en,,Maybe it is better to put some hand sanitizer at the gets of main buildings.,General Affair,2022
id,4.0,Baik,General Affair,2022
id,,Bagus,General Affair,2022
id,3.0,Tidak ada,General Affair,2022
id,3.0,Tidak Ada,General Affair,2022
id,4.0,Sangat bersih,General Affair,2022
id,3.0,baik,General Affair,2022
id,4.0,Sudah sangat baik,General Affair,2022
id,3.0,sudah cukup,General Affair,2022
id,4.0,Sudah sangat bersih dan nyaman,General Affair,2022
id,4.0,Sudah cukup baik,General Affair,2022
id,3.0,Baik,General Affair,2022
id,,Sangat baik,General Affair,2022
id,,Sangat Baik,General Affair,2022
id,,Oke,General Affair,2022
id,,Very clean and green,General Affair,2022
id,4.0,Genangan air cukup banyak mengingat di kampus sebagian besar jalan kaki,General Affair,2022
id,4.0,Sudah baik,General Affair,2022
id,4.0,sudah sangat baik,General Affair,2022
id,2.0,Ditingkatkan,General Affair,2022
id,,Sudah bagus,General Affair,2022
id,3.0,Sudah baik,General Affair,2022
id,,Baik,General Affair,2022
id,,Baik sekali,General Affair,2022
id,3.0,sangat baik,General Affair,2022
id,4.0,overall good,General Affair,2022
id,3.0,Baik,General Affair,2022
id,4.0,tidak ada,General Affair,2022
id,4.0,Sangat bersih dan rapih,General Affair,2022
id,3.0,puas,General Affair,2022
id,,sudah bagus,General Affair,2022
id,,kebersiahn kampus sudah sangat baik,General Affair,2022
id,,Sudah,General Affair,2022
id,3.0,Gaada,General Affair,2022
id,4.0,sangat bersih,General Affair,2022
id,3.0,Tidak ada,General Affair,2022
id,,TERBAIK,General Affair,2022
id,3.0,Sangat baik,General Affair,2022
id,,kampus selalu bersih,General Affair,2022
id,4.0,Sangat baik,General Affair,2022
id,3.0,Sudah sangat bagus,General Affair,2022
id,4.0,Selalu bersih sehingga enak di pandang dan ketika jalan di tanam sejuk,General Affair,2022
id,4.0,Sangat bersih,General Affair,2022
id,,bersih,General Affair,2022
id,3.0,Sudah cukup baik,General Affair,2022
id,,sudah baik,General Affair,2022
id,4.0,Sangat bagus,General Affair,2022
id,,sangat baik,General Affair,2022
id,3.0,Bagus,General Affair,2022
id,4.0,"Sangat rapih, bersih, terjaga serta kondusif",General Affair,2022
id,3.0,Cukup baik,General Affair,2022
id,3.0,cukup baik,General Affair,2022
id,3.0,Ditingkatkan lgi,General Affair,2022
id,,Oke bgt,General Affair,2022
id,4.0,kebersihan lingkungan kampus sudah bersih,General Affair,2022
id,3.0,bersih,General Affair,2022
id,3.0,"Cukup bersih, namun terkadang kesulitan menemui tempat sampah",General Affair,2022
id,,baik,General Affair,2022
id,,Bagus,General Affair,2022
id,,sangat baik,General Affair,2022
id,4.0,Menarik,General Affair,2022
id,2.0,ruang kelas sangat berdebu dan meja meja dan kursi berdebu,General Affair,2022
id,,-,General Affair,2022
id,3.0,Keren,General Affair,2022
id,4.0,Bersih,General Affair,2022
id,,Tidak ada,General Affair,2022
id,,baik,General Affair,2022
id,,cukup bersih,General Affair,2022
id,,Okay,General Affair,2022
id,,bersih,General Affair,2022
id,,bagus,General Affair,2022
id,,Bersih,General Affair,2022
id,,Sangat Baik,General Affair,2022
id,4.0,Sudah nyaman,General Affair,2022
id,4.0,Sgt puas,General Affair,2022
id,,sudah baik,General Affair,2022
id,3.0,sangat bersih,General Affair,2022
id,,"Sangat bersih , rutin di bersihkan, tidak ada sampah berserakan",General Affair,2022
id,4.0,Bersih,General Affair,2022
id,,"Mungkin karena tidak ada mahasiswa yang masuk, ketika saya datang kembali, walau hanya sekali, lingkungan terasa sedikit kotor dan berantakan",General Affair,2022
id,,Sudah bersih dan sejuk,General Affair,2022
id,,"Kebersihan lingkungan uph sudah sangat bersih, dan juga terlihat dimana-mana ada tempat pembuangan sampah yang mengurangi adanya sampah sembarangan, bahkan juga selalu ada petugas kebersihan yang menambah jadi terjaminnya kebersihan kampus",General Affair,2022
id,4.0,Very good,General Affair,2022
id,3.0,-,General Affair,2022
id,,Bersih,General Affair,2022
id,3.0,Clean,General Affair,2022
id,,sangat bersih,General Affair,2022
id,4.0,cukup,General Affair,2022
id,4.0,Sangat baik,General Affair,2022
id,4.0,Sangat memuaskan,General Affair,2022
id,,Sangat baik,General Affair,2022
id,,-,General Affair,2022
id,,Belum ke kampus,General Affair,2022
id,,baik,General Affair,2022
id,3.0,baik,General Affair,2022
id,3.0,Ok tapi perbanyak tempat sampah dan kebersihan kantin tingkatkan,General Affair,2022
id,3.0,Bagus,General Affair,2022
id,3.0,Masih ada beberapa sampah kecil yang ditemukan di area sekitar kampus,General Affair,2022
id,,-,General Affair,2022
id,2.0,Banyak rumput liar,General Affair,2022
id,4.0,Baik,General Affair,2022
id,,kadang ada yang masih kotor di beberapa tempat,General Affair,2022
id,,Bagus,General Affair,2022
id,3.0,Sudah baik,General Affair,2022
id,,"Sediakan air untuk gedung B, saya pernah lihat hewan mati di lingkungan UPH",General Affair,2022
id,4.0,Kondusif dan nyaman,General Affair,2022
id,3.0,"Sampah dalam bentuk yang kecil masih ada dan kurang diperhatikan, seperti kulit permen.",General Affair,2022
id,3.0,Perbaikan pada beberapa aspek,General Affair,2022
id,3.0,tidak ad,General Affair,2022
id,3.0,Baik,General Affair,2022
id,,untuk peletakaan alat disesuaikan pada tiap meja,General Affair,2022
id,3.0,"Lebih ditingkatkan peralatan serta peran individu tiap mahasiswa saat di lab, tidak dalam kelompok namun pantau individu (tidak dalam club ataupun kelompok)",General Affair,2022
id,3.0,Kelengkapan per meja,General Affair,2022
id,4.0,"Sudah cukup baik, lab praktek kitchen, pastry, bar, service bersih dan rapi",General Affair,2022
id,,kebersihan,General Affair,2022
id,4.0,Sudah baik,General Affair,2022
id,2.0,Kebersihan dan kerapian laboratorium,General Affair,2022
id,,Mikroskopnya perlu yang baru,General Affair,2022
id,,"Masih ada beberapa keperluan yg perlu dibeli secara pribadi seperti: sarung tangan, tissue",General Affair,2022
id,,Tingkatkan peralatan,General Affair,2022
id,3.0,Kelengkapan alat,General Affair,2022
id,3.0,Alat yang ada jumlahnya dinaikkan lagi sehingga dalam pemakaiannya dapat digunakan dengan lebih mudah,General Affair,2022
id,3.0,"timbangan dan desikator jumlahnya diperbanyak agar dapat menghasilkan data yang baik dan akurat dengan waktu yang lebih cepat, letak over didekatkan dengan ruang timbang.",General Affair,2022
id,4.0,Mungkin bisa lebih tingkatkan lagi  fasilitas computer tersebut,General Affair,2022
id,3.0,karena beberapa laboratorium cukup panas dan pengap mungkin bisa diatur lagi ventilasi udara / ditambahkan AC,General Affair,2022
id,,Kebersihan dan protokol kesehatan,General Affair,2022
id,,Lebih rapih,General Affair,2022
id,,Jam buka,General Affair,2022
id,,Tidak ada,General Affair,2022
id,3.0,Dilengkapkan lagi alat2 lab nya,General Affair,2022
id,,Kelengkapan dan kualitas alat dan bahan laboratorium,General Affair,2022
id,4.0,"Sangat lengkap, tetapi kadang ada yang masih rusak dan diberikan kepada siswa",General Affair,2022
id,4.0,Peringatan tentang protokol keamanan sebelum memasuki laboratorium,General Affair,2022
id,,menurut saya laboratoriumnya agak sedikit kotor,General Affair,2022
id,4.0,bagus,General Affair,2022
id,,Tidak ada,General Affair,2022
id,,Alat dalam laboratorium TC lebih dimaksimalkan,General Affair,2022
id,,Kelengkapan alat laboratorium,General Affair,2022
id,,Sudah baik,General Affair,2022
id,4.0,Sangat baik,General Affair,2022
id,3.0,ruangan lab seringkali panas,General Affair,2022
id,4.0,Ada beberapa komputer yang tidak bisa menyala di Lab Komputer,General Affair,2022
id,,Tingkatkan fasilitas,General Affair,2022
id,,Sudah baik hanya pada laboratorium ada beberapa spot yang kurang bersih,General Affair,2022
id,,"Cukup bagus dan lengkap, laboratorium bersih dan terjaga",General Affair,2022
id,2.0,Ada beberapa alat Laboratorium Farmasi yang masih belum disediakan,General Affair,2022
id,3.0,"Bisa ditambahkan alat pengering  tabung reaksi dan alat2 lab lainnya agar tidak boros tissue dan bisa menghemat waktu praktikum, serta memastikan bahwa alat2 lab bersih dan kering",General Affair,2022
id,3.0,bagus tapi akan lebih baik kalau diperbarui,General Affair,2022
id,4.0,Kelengkapan alat,General Affair,2022
id,2.0,Lengkapkan alat-alat karena sangat terbatas,General Affair,2022
id,3.0,Baik,General Affair,2022
id,3.0,Baik,General Affair,2022
id,3.0,Cukuplah,General Affair,2022
id,,"lengkap, bersih",General Affair,2022
id,4.0,-,General Affair,2022
id,4.0,bahan baku farmasi diperbanyak,General Affair,2022
id,,Sudah sangat lengkap dan rapi,General Affair,2022
id,,Cukup baik,General Affair,2022
id,4.0,Alat dilengkapi,General Affair,2022
id,3.0,Sudah sangat baik,General Affair,2022
id,,Sudah sangat baik dan lingkungannya selalu bersih. Mungkin ketersediaan alat dan bahan yang masih kurang memadai untuk mahasiswanya. Tetapi sejauh ini msh tercukupi dan sudah baik.,General Affair,2022
id,4.0,Sudah cukup baik,General Affair,2022
id,,Kiranya alat-alat laboratorium yang belum ada boleh dilengkapi agar praktikum di laboratotium dapat berjalan lancar.,General Affair,2022
id,4.0,"Sudah sangat baik, mohon dipertahankan",General Affair,2022
id,3.0,Tidak ada sudah cukup,General Affair,2022
id,,Sangat lengkap alat-alatnya,General Affair,2022
id,,"Sudah bagus, semoga kedepannya alat-alat bisa lebih lengkap lagi",General Affair,2022
id,4.0,Sangat bagus,General Affair,2022
id,4.0,alat-alatnya lebih lengkap,General Affair,2022
id,,tidak ada yang di tingkatkan sudah cukup,General Affair,2022
id,,Baik,General Affair,2022
id,4.0,-,General Affair,2022
id,4.0,Sudah sangat baik,General Affair,2022
id,,-,General Affair,2022
id,3.0,Ac nya kurang dingin,General Affair,2022
id,2.0,"Tolong dipebanyak alat alat dan bahn bahan di laboratorium FARMASI UPH, karena setiap mau praktikum ada saja bahan yg tidak ada, ataupun alat yg tidak ada",General Affair,2022
id,4.0,sudah baik namun beberapa bahan kurang lengkap,General Affair,2022
id,,alat-alatnya sudah  beragam namun jumlahnya  masih sedikit sehingga masih harus mengantri untuk menggunakannya,General Affair,2022
id,,laboratoriumnya lebih dilengkapi,General Affair,2022
